Car_id,Date,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Body Style,Dealer_Region
C_CND_001070,03/20/2022,Male,1510000,Saab-Belle Dodge,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,Passenger,Aurora
C_CND_001071,03/20/2022,Female,1210000,Scrivener Performance Engineering,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,23000,Hatchback,Greenville
C_CND_001072,03/20/2022,Female,1275000,Star Enterprises Inc,Subaru,Forester,Overhead Camshaft,Manual,Red,26500,Hatchback,Pasco
C_CND_001073,03/20/2022,Male,1292000,Suburban Ford,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36200,Hatchback,Janesville
C_CND_001074,03/20/2022,Male,1165000,Tri-State Mack Inc,Saturn,SW,DoubleÂ Overhead Camshaft,Auto,Red,25500,Passenger,Scottsdale
C_CND_001075,03/20/2022,Male,959000,U-Haul CO,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,18000,Hatchback,Austin
C_CND_001076,03/20/2022,Female,965000,Progressive Shippers Cooperative Association No,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,Hatchback,Janesville
C_CND_001077,03/20/2022,Male,1251000,Rabun Used Car Sales,BMW,328i,Overhead Camshaft,Manual,Black,69100,Sedan,Scottsdale
C_CND_001078,03/20/2022,Male,569000,Capitol KIA,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31000,Hatchback,Greenville
C_CND_001079,03/20/2022,Male,810000,Chrysler of Tri-Cities,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,Sedan,Pasco
C_CND_001080,03/20/2022,Female,500000,Chrysler Plymouth,Chevrolet,Lumina,Overhead Camshaft,Manual,Pale White,26000,Passenger,Janesville
C_CND_001081,03/20/2022,Male,2335000,Classic Chevy,Mercedes-B,CLK Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22500,Sedan,Scottsdale
C_CND_001082,03/20/2022,Male,1240000,Clay Johnson Auto Sales,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,34000,Sedan,Austin
C_CND_001083,03/20/2022,Male,1580000,Diehl Motor CO Inc,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41000,Hatchback,Middletown
C_CND_001084,03/20/2022,Male,820000,Enterprise Rent A Car,Ford,Windstar,Overhead Camshaft,Manual,Pale White,17000,Sedan,Aurora
C_CND_001085,03/20/2022,Male,635000,Gartner Buick Hyundai Saab,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,19000,SUV,Greenville
C_CND_001086,03/20/2022,Male,836000,Hatfield Volkswagen,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Sedan,Pasco
C_CND_001087,03/20/2022,Male,1115000,Nebo Chevrolet,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Pale White,38500,Hatchback,Austin
C_CND_001088,03/20/2022,Male,905000,New Castle Ford Lincoln Mercury,Hyundai,Elantra,Overhead Camshaft,Manual,Red,22000,Sedan,Austin
C_CND_001089,03/20/2022,Female,13500,Pars Auto Sales,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Red,17000,Hatchback,Middletown
C_CND_001090,03/20/2022,Male,450000,Pitre Buick-Pontiac-Gmc of Scottsdale,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39000,Sedan,Aurora
C_CND_001091,03/20/2022,Male,1015000,Progressive Shippers Cooperative Association No,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Black,9500,SUV,Greenville
C_CND_001092,03/20/2022,Male,13500,Rabun Used Car Sales,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,Sedan,Pasco
C_CND_001093,03/20/2022,Male,13500,Race Car Help,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,Hatchback,Janesville
C_CND_001094,03/20/2022,Male,510000,Ryder Truck Rental and Leasing,Ford,Focus,Overhead Camshaft,Manual,Black,49000,Hatchback,Austin
C_CND_001095,03/20/2022,Male,645000,Saab-Belle Dodge,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,SUV,Austin
C_CND_001096,03/21/2022,Female,1361000,Capitol KIA,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,16100,Sedan,Greenville
C_CND_001097,03/21/2022,Male,13500,Chrysler of Tri-Cities,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,Sedan,Pasco
C_CND_001098,03/21/2022,Female,1310000,Chrysler Plymouth,Acura,TL,Overhead Camshaft,Manual,Black,21000,Hatchback,Janesville
C_CND_001099,03/21/2022,Female,570000,Classic Chevy,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Passenger,Scottsdale
C_CND_001100,03/21/2022,Male,1220000,Progressive Shippers Cooperative Association No,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,Sedan,Janesville
C_CND_001101,03/21/2022,Male,1315000,Rabun Used Car Sales,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,57500,Passenger,Scottsdale
C_CND_001102,03/21/2022,Male,660000,Race Car Help,Audi,A6,Overhead Camshaft,Manual,Pale White,13000,SUV,Austin
C_CND_001103,03/21/2022,Male,13500,Ryder Truck Rental and Leasing,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Red,16000,Hatchback,Middletown
C_CND_001104,03/21/2022,Male,1205000,Race Car Help,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27500,SUV,Austin
C_CND_001105,03/21/2022,Male,780000,Ryder Truck Rental and Leasing,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,Sedan,Middletown
C_CND_001106,03/21/2022,Male,13500,Saab-Belle Dodge,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,Sedan,Aurora
C_CND_001107,03/21/2022,Male,13500,Scrivener Performance Engineering,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,Greenville
C_CND_001108,03/21/2022,Male,594000,Iceberg Rentals,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,Sedan,Janesville
C_CND_001109,03/21/2022,Male,13500,McKinney Dodge Chrysler Jeep,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20000,Sedan,Scottsdale
C_CND_001110,03/21/2022,Male,1311000,Motor Vehicle Branch Office,Toyota,Sienna,Overhead Camshaft,Manual,Red,19100,Passenger,Austin
C_CND_001111,03/21/2022,Male,390000,Nebo Chevrolet,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,Sedan,Middletown
C_CND_001112,03/21/2022,Male,427000,Scrivener Performance Engineering,Toyota,Tacoma,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,Hatchback,Middletown
C_CND_001113,03/21/2022,Female,600000,Star Enterprises Inc,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Sedan,Aurora
C_CND_001114,03/21/2022,Female,355000,Suburban Ford,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,SUV,Greenville
C_CND_001115,03/21/2022,Male,845000,Tri-State Mack Inc,Porsche,Carrera Cabrio,Overhead Camshaft,Manual,Black,22000,Passenger,Pasco
C_CND_001116,03/22/2022,Male,1165000,Clay Johnson Auto Sales,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22500,SUV,Austin
C_CND_001117,03/22/2022,Female,530000,Diehl Motor CO Inc,Ford,Escort,DoubleÂ Overhead Camshaft,Auto,Red,15001,Passenger,Middletown
C_CND_001118,03/22/2022,Male,1900000,Enterprise Rent A Car,Acura,RL,Overhead Camshaft,Manual,Red,31001,SUV,Aurora
C_CND_001119,03/22/2022,Male,13500,Gartner Buick Hyundai Saab,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,SUV,Greenville
C_CND_001120,03/22/2022,Female,1485000,Hatfield Volkswagen,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,9500,SUV,Pasco
C_CND_001121,03/22/2022,Male,1950000,Iceberg Rentals,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,15000,Hatchback,Janesville
C_CND_001122,03/22/2022,Male,520000,McKinney Dodge Chrysler Jeep,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16000,Passenger,Scottsdale
C_CND_001123,03/22/2022,Male,1525000,Motor Vehicle Branch Office,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Pale White,26500,Sedan,Austin
C_CND_001124,03/22/2022,Male,720000,Nebo Chevrolet,Volvo,S80,Overhead Camshaft,Manual,Pale White,21000,Sedan,Middletown
C_CND_001125,03/22/2022,Male,1120000,New Castle Ford Lincoln Mercury,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42000,Passenger,Aurora
C_CND_001126,03/22/2022,Male,570000,Saab-Belle Dodge,BMW,528i,Overhead Camshaft,Manual,Red,25000,SUV,Aurora
C_CND_001127,03/22/2022,Male,850000,Scrivener Performance Engineering,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21000,Hatchback,Greenville
C_CND_001128,03/22/2022,Male,1550000,Star Enterprises Inc,Volkswagen,GTI,Overhead Camshaft,Manual,Pale White,28000,SUV,Pasco
C_CND_001129,03/22/2022,Male,1000000,Suburban Ford,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Black,9000,SUV,Janesville
C_CND_001130,03/22/2022,Male,1240000,Tri-State Mack Inc,Chevrolet,Impala,Overhead Camshaft,Manual,Pale White,14000,Hatchback,Scottsdale
C_CND_001131,03/22/2022,Male,1590000,U-Haul CO,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,19000,SUV,Austin
C_CND_001132,03/22/2022,Male,1275000,Progressive Shippers Cooperative Association No,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,17500,Hatchback,Janesville
C_CND_001133,03/22/2022,Male,1350000,Rabun Used Car Sales,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,26000,Hatchback,Scottsdale
C_CND_001134,03/22/2022,Female,1015000,Race Car Help,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Pale White,15500,SUV,Austin
C_CND_001135,03/22/2022,Male,13500,U-Haul CO,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,75000,Hardtop,Austin
C_CND_001136,03/22/2022,Male,572000,Star Enterprises Inc,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Pasco
C_CND_001137,03/22/2022,Male,910000,Suburban Ford,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Red,31000,Sedan,Janesville
C_CND_001138,03/22/2022,Male,1760000,Tri-State Mack Inc,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,31000,Hatchback,Austin
C_CND_001139,03/22/2022,Male,1726000,U-Haul CO,Plymouth,Neon,Overhead Camshaft,Manual,Black,29600,SUV,Austin
C_CND_001140,03/22/2022,Male,990000,Buddy Storbeck's Diesel Service Inc,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,31000,SUV,Middletown
C_CND_001141,03/22/2022,Male,646500,C & M Motors Inc,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62500,SUV,Aurora
C_CND_001142,03/22/2022,Male,2080000,Capitol KIA,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,Passenger,Greenville
C_CND_001143,03/22/2022,Male,13500,Chrysler of Tri-Cities,Mitsubishi,3000GT,Overhead Camshaft,Manual,Black,18000,Sedan,Pasco
C_CND_001144,03/22/2022,Female,13500,Chrysler Plymouth,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Sedan,Janesville
C_CND_001145,03/22/2022,Female,480000,Classic Chevy,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,SUV,Scottsdale
C_CND_001146,03/22/2022,Male,13500,Scrivener Performance Engineering,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,27000,Hardtop,Greenville
C_CND_001147,03/22/2022,Male,1400000,Pars Auto Sales,Mercury,Villager,Overhead Camshaft,Manual,Pale White,16000,Passenger,Greenville
C_CND_001148,03/22/2022,Female,13500,Tri-State Mack Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41000,Hardtop,Scottsdale
C_CND_001149,03/22/2022,Male,13500,Progressive Shippers Cooperative Association No,Chrysler,Sebring Conv.,DoubleÂ Overhead Camshaft,Auto,Black,16000,SUV,Janesville
C_CND_001150,03/22/2022,Male,1870000,Rabun Used Car Sales,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20000,SUV,Scottsdale
C_CND_001151,03/22/2022,Male,1110000,Ryder Truck Rental and Leasing,Oldsmobile,Aurora,DoubleÂ Overhead Camshaft,Auto,Red,24000,Passenger,Middletown
C_CND_001152,03/22/2022,Male,935000,Saab-Belle Dodge,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Red,16000,Hatchback,Aurora
C_CND_001153,03/22/2022,Male,351000,Ryder Truck Rental and Leasing,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,Hardtop,Middletown
C_CND_001154,03/22/2022,Male,755000,Star Enterprises Inc,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20000,Sedan,Pasco
C_CND_001155,03/22/2022,Male,750000,Suburban Ford,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,Black,22000,SUV,Janesville
C_CND_001156,03/22/2022,Male,876000,U-Haul CO,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Sedan,Janesville
C_CND_001157,03/22/2022,Male,13500,Progressive Shippers Cooperative Association No,Ford,Expedition,Overhead Camshaft,Manual,Red,22000,SUV,Scottsdale
C_CND_001158,03/22/2022,Male,578000,Rabun Used Car Sales,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,SUV,Austin
C_CND_001159,03/22/2022,Male,510000,Race Car Help,Saturn,SW,DoubleÂ Overhead Camshaft,Auto,Red,25000,Passenger,Middletown
C_CND_001160,03/22/2022,Male,390000,Ryder Truck Rental and Leasing,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000,SUV,Aurora
C_CND_001161,03/22/2022,Male,525000,Saab-Belle Dodge,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,Sedan,Greenville
C_CND_001162,03/22/2022,Male,480000,Scrivener Performance Engineering,Volkswagen,Passat,Overhead Camshaft,Manual,Red,20000,Hatchback,Pasco
C_CND_001163,03/22/2022,Female,471100,Star Enterprises Inc,Acura,RL,DoubleÂ Overhead Camshaft,Auto,Black,24100,SUV,Janesville
C_CND_001164,03/22/2022,Male,1000000,Suburban Ford,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,Hatchback,Scottsdale
C_CND_001165,03/22/2022,Male,1240000,Tri-State Mack Inc,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,SUV,Austin
C_CND_001166,03/23/2022,Male,780000,Pars Auto Sales,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Greenville
C_CND_001167,03/23/2022,Male,1780000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17000,Passenger,Pasco
C_CND_001168,03/23/2022,Male,630000,Progressive Shippers Cooperative Association No,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,SUV,Janesville
C_CND_001169,03/23/2022,Male,406000,Rabun Used Car Sales,Lincoln,Town car,Overhead Camshaft,Manual,Black,17000,Hatchback,Scottsdale
C_CND_001170,03/23/2022,Male,660000,Race Car Help,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,38000,SUV,Austin
C_CND_001171,03/23/2022,Male,683500,Ryder Truck Rental and Leasing,Audi,A6,Overhead Camshaft,Manual,Black,15500,SUV,Middletown
C_CND_001172,03/23/2022,Male,13500,Progressive Shippers Cooperative Association No,Buick,Century,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,Hardtop,Janesville
C_CND_001173,03/23/2022,Male,13500,Scrivener Performance Engineering,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,SUV,Greenville
C_CND_001174,03/23/2022,Male,13500,Star Enterprises Inc,Volvo,S40,Overhead Camshaft,Manual,Red,17000,Sedan,Pasco
C_CND_001175,03/23/2022,Male,821000,Suburban Ford,Pontiac,Bonneville,Overhead Camshaft,Manual,Black,36000,Hatchback,Janesville
C_CND_001176,03/23/2022,Male,1071888,Tri-State Mack Inc,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18180,Sedan,Scottsdale
C_CND_001177,03/23/2022,Male,560000,U-Haul CO,Lincoln,Continental,Overhead Camshaft,Manual,Black,18000,Passenger,Austin
C_CND_001178,03/23/2022,Male,610000,Clay Johnson Auto Sales,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,16000,Passenger,Austin
C_CND_001179,03/23/2022,Female,550000,Diehl Motor CO Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,22000,Hatchback,Middletown
C_CND_001180,03/23/2022,Male,925000,Enterprise Rent A Car,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,Passenger,Aurora
C_CND_001181,03/23/2022,Female,440000,Gartner Buick Hyundai Saab,Nissan,Frontier,Overhead Camshaft,Manual,Black,53000,Hatchback,Greenville
C_CND_001182,03/23/2022,Male,760000,Hatfield Volkswagen,Volvo,S40,Overhead Camshaft,Manual,Red,22000,Sedan,Pasco
C_CND_001183,03/23/2022,Male,771000,Iceberg Rentals,Honda,Civic,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,Hatchback,Janesville
C_CND_001184,03/23/2022,Male,1078000,Tri-State Mack Inc,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31800,SUV,Scottsdale
C_CND_001185,03/23/2022,Male,1197000,U-Haul CO,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42700,Hatchback,Austin
C_CND_001186,03/23/2022,Male,1000000,Progressive Shippers Cooperative Association No,Audi,A6,Overhead Camshaft,Manual,Pale White,24000,SUV,Janesville
C_CND_001187,03/23/2022,Male,1065000,Rabun Used Car Sales,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22500,Sedan,Scottsdale
C_CND_001188,03/23/2022,Male,515000,Race Car Help,Cadillac,Eldorado,Overhead Camshaft,Manual,Red,37000,Passenger,Austin
C_CND_001189,03/23/2022,Male,493000,Ryder Truck Rental and Leasing,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,Passenger,Middletown
C_CND_001190,03/23/2022,Male,1115000,U-Haul CO,Saturn,LW,Overhead Camshaft,Manual,Red,49500,Hatchback,Middletown
C_CND_001191,03/23/2022,Male,507000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,42000,Hatchback,Aurora
C_CND_001192,03/23/2022,Male,845000,C & M Motors Inc,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,Sedan,Greenville
C_CND_001193,03/23/2022,Male,1250000,Capitol KIA,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Red,29000,Hatchback,Pasco
C_CND_001194,03/23/2022,Female,905000,Chrysler of Tri-Cities,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21000,Hatchback,Janesville
C_CND_001195,03/23/2022,Male,1026000,Chrysler Plymouth,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14600,Sedan,Scottsdale
C_CND_001196,03/24/2022,Female,540000,Saab-Belle Dodge,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28000,Hatchback,Aurora
C_CND_001197,03/24/2022,Male,580000,Scrivener Performance Engineering,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16000,SUV,Greenville
C_CND_001198,03/24/2022,Male,1335000,Star Enterprises Inc,Ford,Mustang,Overhead Camshaft,Manual,Red,43500,Hatchback,Pasco
C_CND_001199,03/24/2022,Male,13500,Buddy Storbeck's Diesel Service Inc,BMW,528i,Overhead Camshaft,Manual,Black,21000,SUV,Middletown
C_CND_001200,03/24/2022,Male,1950000,Race Car Help,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,20000,Hardtop,Austin
C_CND_001201,03/24/2022,Male,13500,Capitol KIA,Mercury,Sable,Overhead Camshaft,Manual,Red,61000,Sedan,Greenville
C_CND_001202,03/24/2022,Male,441700,McKinney Dodge Chrysler Jeep,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Black,26700,Hatchback,Scottsdale
C_CND_001203,03/24/2022,Male,1000000,Motor Vehicle Branch Office,Ford,F-Series,Overhead Camshaft,Manual,Black,38000,Passenger,Austin
C_CND_001204,03/24/2022,Male,730000,Nebo Chevrolet,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,Sedan,Middletown
C_CND_001205,03/24/2022,Male,591000,New Castle Ford Lincoln Mercury,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45000,Hardtop,Aurora
C_CND_001206,03/24/2022,Male,980000,Scrivener Performance Engineering,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,49000,Hatchback,Greenville
C_CND_001207,03/24/2022,Male,902000,Star Enterprises Inc,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,25000,Sedan,Pasco
C_CND_001208,03/24/2022,Male,850000,Classic Chevy,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Red,29000,Hatchback,Austin
C_CND_001209,03/24/2022,Male,2905000,Clay Johnson Auto Sales,Mercury,Grand Marquis,Overhead Camshaft,Manual,Red,71500,SUV,Middletown
C_CND_001210,03/24/2022,Male,1380000,Diehl Motor CO Inc,Lexus,GS300,Overhead Camshaft,Manual,Red,17000,Passenger,Aurora
C_CND_001211,03/26/2022,Male,800000,Suburban Ford,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,12000,SUV,Janesville
C_CND_001212,03/26/2022,Male,510000,Tri-State Mack Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41001,SUV,Scottsdale
C_CND_001213,03/26/2022,Male,1070000,U-Haul CO,Honda,Passport,Overhead Camshaft,Manual,Pale White,27001,SUV,Austin
C_CND_001214,03/26/2022,Male,425000,Progressive Shippers Cooperative Association No,Ford,Focus,Overhead Camshaft,Manual,Black,49001,SUV,Janesville
C_CND_001215,03/26/2022,Male,605000,Rabun Used Car Sales,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,49001,Hatchback,Scottsdale
C_CND_001216,03/26/2022,Male,705000,Race Car Help,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12001,Hatchback,Austin
C_CND_001217,03/26/2022,Male,1210000,Chrysler of Tri-Cities,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,41000,SUV,Pasco
C_CND_001218,03/26/2022,Female,1380000,Chrysler Plymouth,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Red,15000,Sedan,Janesville
C_CND_001219,03/26/2022,Male,1500000,Classic Chevy,Volvo,C70,Overhead Camshaft,Manual,Pale White,24000,Hatchback,Scottsdale
C_CND_001220,03/26/2022,Male,13500,Clay Johnson Auto Sales,Chrysler,LHS,Overhead Camshaft,Manual,Pale White,41000,Hatchback,Austin
C_CND_001221,03/26/2022,Male,1215000,Diehl Motor CO Inc,Saturn,LW,Overhead Camshaft,Manual,Pale White,13500,Hatchback,Middletown
C_CND_001222,03/26/2022,Male,1265000,Enterprise Rent A Car,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20500,Sedan,Aurora
C_CND_001223,03/26/2022,Female,13500,New Castle Ford Lincoln Mercury,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Red,13000,Hatchback,Aurora
C_CND_001224,03/26/2022,Male,13500,Pars Auto Sales,Ford,F-Series,Overhead Camshaft,Manual,Red,13000,Passenger,Greenville
C_CND_001225,03/26/2022,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,16000,Sedan,Pasco
C_CND_001226,03/26/2022,Male,2575000,Progressive Shippers Cooperative Association No,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Red,20500,Hatchback,Janesville
C_CND_001227,03/26/2022,Male,2900000,Rabun Used Car Sales,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,SUV,Scottsdale
C_CND_001228,03/26/2022,Male,5800000,Race Car Help,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,13000,Passenger,Austin
C_CND_001229,03/26/2022,Male,750000,Suburban Ford,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39000,Sedan,Janesville
C_CND_001230,03/26/2022,Male,1825000,Tri-State Mack Inc,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26500,SUV,Scottsdale
C_CND_001231,03/26/2022,Male,742000,U-Haul CO,Toyota,RAV4,Overhead Camshaft,Manual,Black,85000,Hatchback,Austin
C_CND_001232,03/26/2022,Male,13500,Buddy Storbeck's Diesel Service Inc,Mercedes-B,SLK,Overhead Camshaft,Manual,Black,26000,Passenger,Middletown
C_CND_001233,03/26/2022,Male,565000,Hatfield Volkswagen,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Pale White,26000,Hardtop,Pasco
C_CND_001234,03/26/2022,Male,5770000,Capitol KIA,Volvo,C70,Overhead Camshaft,Manual,Black,17000,Hatchback,Greenville
C_CND_001235,03/26/2022,Male,2500000,Enterprise Rent A Car,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,SUV,Greenville
C_CND_001236,03/26/2022,Male,2120000,Gartner Buick Hyundai Saab,Cadillac,Seville,Overhead Camshaft,Manual,Black,44000,Hatchback,Pasco
C_CND_001237,03/26/2022,Male,2015000,Hatfield Volkswagen,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Red,19500,Hatchback,Janesville
C_CND_001238,03/26/2022,Male,787000,Iceberg Rentals,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,Hatchback,Scottsdale
C_CND_001239,03/26/2022,Male,13500,McKinney Dodge Chrysler Jeep,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Red,24000,Sedan,Austin
C_CND_001240,03/26/2022,Male,2220000,Motor Vehicle Branch Office,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,Passenger,Janesville
C_CND_001241,03/27/2022,Male,391000,Ryder Truck Rental and Leasing,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,15001,Hatchback,Middletown
C_CND_001242,03/27/2022,Male,1050000,Gartner Buick Hyundai Saab,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,14000,Hatchback,Greenville
C_CND_001243,03/27/2022,Male,2140000,Ryder Truck Rental and Leasing,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,Passenger,Middletown
C_CND_001244,03/27/2022,Male,13500,McKinney Dodge Chrysler Jeep,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Red,57000,Hardtop,Scottsdale
C_CND_001245,03/27/2022,Male,540000,Nebo Chevrolet,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,Sedan,Scottsdale
